INSERT INTO Ciudadano (id, primer_nombre, segundo_nombre, primer_apellido, segundo_apellido, fecha_nacimiento, esta_vivo) VALUES
(3425965, 'Mónica', 'Cecilia', 'Sativa', 'Castillo', '2001-09-08', FALSE),
(6489170, 'Leandro', NULL, 'Torres', NULL, '1940-11-29', TRUE),
(7038258, 'Paula', NULL, 'Acevedo', 'Saldaño', '1943-06-20', FALSE),
(7071999, 'Malena', NULL, 'Acevedo', 'Flores', '1929-10-11', FALSE),
(3536723, 'Carla', NULL, 'Machado', 'López', '1981-08-07', TRUE),
(1074862, 'Malena', NULL, 'Mesa', 'Kojima', '1990-03-16', FALSE),
(1177978, 'Lorena', NULL, 'Sánchez', 'Flores', '2008-09-07', TRUE),
(4434426, 'Paula', 'Juliana', 'Sánchez', 'Silla', '2024-05-31', TRUE),
(2599961, 'Eduardo', NULL, 'Cripto', 'Gómez', '2010-07-25', TRUE),
(6206561, 'Sofía', NULL, 'Mesa', NULL, '1976-09-29', TRUE),
(6980206, 'Olga', NULL, 'Sánchez', 'González', '2000-04-30', TRUE),
(4959672, 'Emilia', 'Aitana', 'Pomar', NULL, '1956-09-03', TRUE),
(5115904, 'Melina', 'Selena', 'Silla', 'Silla', '1961-10-28', FALSE),
(3486895, 'Tamara', 'Marina', 'Acevedo', 'Acero', '2013-09-25', TRUE),
(3713942, 'Leonardo', 'Oscar', 'Torres', 'Bonaventura', '1929-11-18', TRUE),
(5583738, 'Lisandro', NULL, 'Torvalds', 'Torvalds', '2009-09-08', FALSE),
(1236181, 'Baltasar', 'Guillermo', 'Acevedo', 'Acero', '1985-11-10', FALSE),
(7835718, 'Alejandro', NULL, 'Kirchner', 'Torvalds', '1943-08-13', TRUE),
(4863758, 'Joshua', 'Julio', 'Pérez', NULL, '1935-02-27', FALSE),
(5933222, 'Adrián', NULL, 'Milei', NULL, '1976-03-12', TRUE),
(4946845, 'Salvador', 'Eduardo', 'González', 'López', '1937-01-31', FALSE),
(5458009, 'Leandro', NULL, 'Camión', 'Saldaño', '1931-09-06', TRUE),
(3634700, 'Pilar', 'Natalia', 'Sativa', 'Acero', '1949-11-12', TRUE),
(4931651, 'Tobías', 'Francisco', 'Gómez', 'De la Pradera Cálida', '1939-11-25', FALSE),
(6948612, 'Ariadna', 'Agueda', 'López', 'Pérez', '1952-10-16', FALSE),
(1302482, 'Fernando', 'Germán', 'Castillo', 'Camión', '1956-06-27', FALSE),
(3979569, 'Mariela', 'Fátima', 'Flores', NULL, '1928-11-08', FALSE),
(1539574, 'Maximiliano', 'Raúl', 'Torres', 'Correa', '1980-01-04', TRUE),
(7806126, 'Graciela', NULL, 'Bonaventura', 'Torres', '1944-04-27', TRUE),
(6198941, 'Magalí', 'Melina', 'Pomar', NULL, '1984-07-31', TRUE),
(1614593, 'Inés', NULL, 'Cripto', 'Kojima', '1990-02-18', FALSE),
(6531855, 'Adolfo', 'Marcos', 'De León', 'Gómez', '1959-06-24', FALSE),
(3813097, 'Joni', NULL, 'Silla', 'Kojima', '1978-07-31', FALSE),
(4109825, 'Esteban', NULL, 'Machado', NULL, '2000-09-20', TRUE),
(4633501, 'Fátima', NULL, 'Castillo', 'González', '1961-01-17', TRUE),
(1336534, 'Ivana', NULL, 'Bonaventura', 'Machado', '2000-11-14', FALSE),
(2438345, 'Ailén', 'Victoria', 'Torvalds', 'Pomar', '1937-08-23', TRUE),
(6925102, 'Salvador', 'Emiliano', 'Martínez', 'Rodríguez', '1961-05-15', TRUE),
(7687725, 'Alfonso', 'Camilo', 'Camión', 'Machado', '2005-03-02', TRUE),
(6895288, 'Jessica', 'Verónica', 'Martínez', 'Torres', '1972-07-09', FALSE),
(7662208, 'Federico', 'Benjamín', 'Pérez', 'López', '1967-06-12', FALSE),
(2366260, 'Matías', NULL, 'Silla', 'Sativa', '1972-01-18', FALSE),
(3826109, 'Sofía', 'Beatriz', 'Ramírez', 'Sánchez', '1929-03-31', FALSE),
(6254129, 'Florencia', 'Ivana', 'Machado', NULL, '1989-09-30', TRUE),
(7415163, 'Leticia', 'Lara', 'Acero', 'López', '2022-03-05', TRUE),
(6238479, 'Andrea', NULL, 'Machado', 'Castillo', '1954-09-11', TRUE),
(5557884, 'Leandro', 'Pablo', 'Camión', 'Acero', '1932-07-03', FALSE),
(6422862, 'Lidia', NULL, 'Torres', 'Torvalds', '1991-03-08', FALSE),
(2536048, 'Marta', 'Fernanda', 'Acevedo', 'Sativa', '2009-12-14', FALSE),
(1583704, 'Baltasar', 'Rodrigo', 'Flores', 'Kojima', '1939-06-04', FALSE),
(6761856, 'Juliana', NULL, 'Acevedo', 'De Luque', '1960-08-25', FALSE),
(7630750, 'Santiago', 'Andrés', 'Acevedo', 'Torres', '1945-09-11', FALSE),
(3492062, 'Fabián', 'Pablo', 'Pérez', NULL, '2008-10-04', FALSE),
(5074644, 'Melina', 'Renata', 'Kojima', 'Kirchner', '2011-03-22', TRUE),
(3685355, 'Julio', NULL, 'De la Pradera Cálida', NULL, '1984-09-27', TRUE),
(1782721, 'Martín', NULL, 'Castillo', 'Sativa', '1977-09-30', TRUE),
(4283486, 'Leandro', 'Zacarías', 'Rodríguez', 'Milei', '1998-01-12', FALSE),
(3787288, 'Mauro', 'Fabián', 'Kojima', NULL, '2013-06-05', FALSE),
(4402251, 'Renata', 'Guadalupe', 'Kojima', 'Kojima', '1993-01-02', FALSE),
(7557630, 'Andrés', NULL, 'Pérez', 'Camión', '1935-12-23', FALSE),
(4077153, 'Rosa', NULL, 'Pomar', 'De la Pradera Cálida', '2020-04-29', FALSE),
(2623443, 'Joni', NULL, 'Acevedo', 'Pérez', '1994-09-15', TRUE),
(4816031, 'Diego', 'Esteban', 'Martínez', 'Flores', '1929-09-10', TRUE),
(5608845, 'Pilar', 'Rosa', 'De León', 'Machado', '1978-09-24', FALSE),
(6468765, 'Camilo', 'Franco', 'Torvalds', NULL, '2017-01-28', FALSE),
(3732335, 'Gabriela', 'Agustina', 'Torvalds', 'Martínez', '1983-10-13', FALSE),
(2480980, 'Pedro', 'Valentín', 'Saldaño', 'Acero', '2010-12-17', FALSE),
(1141667, 'Sol', NULL, 'Kojima', NULL, '2002-09-11', TRUE),
(1724382, 'Antonella', 'Juliana', 'Camión', NULL, '1969-05-25', TRUE),
(1897361, 'Mauro', NULL, 'Torres', NULL, '1981-12-10', TRUE),
(1102557, 'Susana', 'Genyfer', 'Sativa', NULL, '1933-04-19', TRUE),
(3468626, 'Simón', 'Enzo', 'De la Pradera Cálida', NULL, '1955-09-25', FALSE),
(1379304, 'Bárbara', NULL, 'Sativa', 'Pérez', '2004-03-28', TRUE),
(3508040, 'Nuria', 'Agustina', 'Machado', NULL, '1981-04-29', TRUE),
(5575555, 'Genyfer', 'Cecilia', 'Martínez', 'Kirchner', '1963-09-24', TRUE),
(3974807, 'Silvana', 'Milagros', 'De Luque', NULL, '1996-06-10', FALSE),
(5221526, 'Lucas', NULL, 'De la Pradera Cálida', NULL, '2009-08-03', TRUE),
(7292551, 'Salvador', NULL, 'González', 'Sánchez', '1997-12-30', FALSE),
(6158390, 'Alfonso', NULL, 'González', 'De la Pradera Cálida', '1990-02-01', TRUE),
(2374330, 'Yamila', 'Jolanda', 'Ramírez', 'Torres', '1937-08-01', TRUE),
(3597820, 'Antonella', NULL, 'Pomar', NULL, '1936-02-19', FALSE),
(5322464, 'Orlando', NULL, 'Cripto', NULL, '1949-03-03', FALSE),
(2078387, 'Mónica', NULL, 'Machado', 'Rodríguez', '1941-02-15', TRUE),
(7799135, 'Santiago', 'Orlando', 'Torres', 'Cripto', '1957-12-07', FALSE),
(7267483, 'Julio', 'Zacarías', 'Torres', 'Gómez', '1976-12-14', TRUE),
(2633634, 'Ignacio', NULL, 'González', NULL, '2016-06-01', TRUE),
(7497130, 'María', 'Noelia', 'Sativa', NULL, '1993-06-15', TRUE),
(4136279, 'Sara', NULL, 'De Luque', 'De León', '1951-09-26', TRUE),
(6188997, 'Andrea', NULL, 'De León', 'De Luque', '1968-09-02', FALSE),
(6847845, 'Agueda', 'Marisol', 'Rodríguez', 'Cripto', '1973-10-24', TRUE),
(7859335, 'Jimena', NULL, 'Flores', 'De Luque', '2024-01-03', FALSE),
(7248920, 'Jimena', 'Magalí', 'Bonaventura', 'Kojima', '1931-01-14', FALSE),
(5931332, 'Evelyn', 'Natalia', 'Rodríguez', 'Cripto', '1973-11-29', TRUE),
(7198964, 'Teresa', NULL, 'Mesa', 'De Luque', '1999-02-27', TRUE),
(7706102, 'Samuel', NULL, 'Pérez', 'Pérez', '1993-02-03', FALSE),
(3237782, 'Luciano', 'Enzo', 'Torres', 'Sánchez', '1988-12-25', FALSE),
(1757650, 'Tomás', 'Valentín', 'Kirchner', 'González', '1997-06-16', TRUE),
(6376202, 'Daniel', 'Rubén', 'Kirchner', 'Camión', '2009-01-29', FALSE),
(4414899, 'Miguel', 'Ulises', 'Kojima', NULL, '1941-10-01', FALSE),
(3276293, 'Aurelia', 'Florencia', 'Machado', 'Sativa', '1950-07-29', TRUE),
(5387557, 'Wilfredo', NULL, 'Kirchner', 'Torres', '1942-08-22', TRUE),
(7974795, 'Mariela', 'Andrea', 'De la Pradera Cálida', 'Silla', '1968-11-01', TRUE),
(3850092, 'Mercedes', NULL, 'Acero', 'Rodríguez', '1965-07-20', TRUE),
(6819236, 'Natalia', NULL, 'Sánchez', 'Correa', '1978-09-14', TRUE),
(7405372, 'Irene', NULL, 'Bonaventura', NULL, '1961-07-01', FALSE),
(2502463, 'Mariano', 'Carlos', 'Saldaño', 'Sativa', '1970-02-12', TRUE),
(7121897, 'Gustavo', NULL, 'Cripto', 'De la Pradera Cálida', '1928-03-15', FALSE),
(6903877, 'Lucas', 'Hugo', 'Martínez', 'Milei', '1944-01-24', TRUE),
(3550504, 'Matías', NULL, 'Acero', 'González', '1937-01-14', TRUE),
(1719571, 'Nuria', 'Marisol', 'De la Pradera Cálida', NULL, '1952-02-27', FALSE),
(3020295, 'Ivana', NULL, 'Flores', 'Saldaño', '1969-10-05', TRUE),
(2284967, 'Florencia', NULL, 'De la Pradera Cálida', NULL, '1930-01-26', TRUE),
(1577942, 'Norma', 'Evelyn', 'De Luque', 'Sativa', '1941-07-06', TRUE),
(1580943, 'Ariadna', NULL, 'López', 'López', '2002-01-02', TRUE),
(6227422, 'Leandro', 'Leonardo', 'Sánchez', 'Camión', '1957-09-23', TRUE),
(4157863, 'Graciela', 'Martina', 'Milei', 'Martínez', '2010-04-23', FALSE),
(4926756, 'Wilfredo', 'Nicolás', 'Silla', NULL, '1961-09-13', TRUE),
(7180730, 'Julieta', 'Leticia', 'Sativa', NULL, '1984-05-09', TRUE),
(3433303, 'Aixa', 'Aldana', 'De Luque', 'Camión', '1951-01-13', FALSE),
(6031480, 'Ricardo', NULL, 'Correa', 'Pomar', '1984-10-08', FALSE),
(6498017, 'Franco', NULL, 'Bonaventura', 'Machado', '1936-05-12', FALSE),
(5865227, 'Nahuel', 'Lautaro', 'Kojima', NULL, '1961-12-29', TRUE),
(1400774, 'Mathias', 'Vicente', 'Kirchner', 'Camión', '1989-09-18', FALSE),
(3350454, 'Marcos', 'Gastón', 'Sativa', NULL, '1961-05-16', FALSE),
(4410274, 'Mauro', NULL, 'Kirchner', 'Torvalds', '1982-01-27', FALSE),
(6791814, 'Aixa', NULL, 'De Luque', NULL, '1985-11-09', FALSE),
(6824771, 'Elías', 'Martín', 'Bonaventura', 'González', '2022-07-29', TRUE),
(6803023, 'Ariadna', 'Magalí', 'Pérez', NULL, '2013-06-03', FALSE),
(2875380, 'Florencia', 'Valentina', 'Flores', 'Gómez', '2003-11-01', FALSE),
(4902680, 'Jorge', 'Joni', 'Torvalds', 'Mesa', '1977-07-08', FALSE),
(5854717, 'Adolfo', NULL, 'Flores', NULL, '1928-02-06', FALSE),
(2709286, 'Pedro', 'Joshua', 'Pérez', NULL, '2000-12-02', TRUE),
(6803216, 'Joshua', 'Nahuel', 'Acero', NULL, '2019-10-04', TRUE),
(1110745, 'Salvador', 'Armando', 'Kojima', 'Flores', '2009-09-17', FALSE),
(5276206, 'Esteban', NULL, 'Milei', 'Correa', '2004-06-09', FALSE),
(5069287, 'Raúl', 'Ricardo', 'Torres', 'Acevedo', '1933-11-19', TRUE),
(3764715, 'Omar', NULL, 'De León', NULL, '2021-10-22', FALSE),
(7089315, 'Gabriela', NULL, 'Sativa', 'Torres', '2021-03-26', FALSE),
(5488749, 'Jolanda', 'Pilar', 'Mesa', 'Torres', '1941-11-26', FALSE),
(3743199, 'Leonardo', NULL, 'Sánchez', 'Silla', '1957-07-20', TRUE),
(2596390, 'Raúl', 'Mauro', 'Silla', 'De la Pradera Cálida', '1967-04-11', TRUE),
(4080705, 'Mariela', 'Teresa', 'Correa', 'Kirchner', '1995-08-28', FALSE),
(6633117, 'Carla', 'Lara', 'Cripto', 'Gómez', '1963-10-13', FALSE),
(7250054, 'Baltasar', 'Kevin', 'Correa', 'Castillo', '1951-05-22', TRUE),
(4182345, 'Alberto', NULL, 'Ramírez', 'López', '1938-03-08', TRUE),
(4628129, 'Iván', 'Carlos', 'Sánchez', NULL, '1972-01-27', FALSE),
(4782808, 'Cristian', 'Iván', 'Rodríguez', NULL, '1978-11-21', FALSE),
(7497761, 'Simón', NULL, 'Silla', NULL, '2001-11-11', FALSE),
(5416132, 'Daniel', 'Adolfo', 'Machado', 'Rodríguez', '1978-09-26', TRUE),
(6532792, 'Natalia', NULL, 'De la Pradera Cálida', NULL, '2014-10-23', FALSE),
(2308040, 'Jorge', NULL, 'Silla', NULL, '1958-12-03', TRUE),
(4478956, 'Brashan', NULL, 'Acevedo', 'Martínez', '2000-09-11', TRUE),
(1611347, 'Tamara', NULL, 'Pérez', NULL, '2001-02-11', TRUE),
(6496165, 'Guadalupe', 'Fátima', 'Milei', 'Correa', '2021-12-24', TRUE),
(4540221, 'Francisco', NULL, 'De Luque', 'Acevedo', '2011-04-10', FALSE),
(4559692, 'Patricio', 'Luis', 'Kojima', 'Sativa', '1979-04-12', TRUE),
(4383763, 'Simón', NULL, 'Acevedo', 'Saldaño', '1997-03-25', FALSE),
(4886674, 'Julieta', NULL, 'Martínez', 'Flores', '1995-09-19', TRUE),
(4361733, 'Lorena', 'Elena', 'Acevedo', 'Torres', '1994-08-10', TRUE),
(5473931, 'Aixa', 'Delfina', 'Acero', 'De la Pradera Cálida', '1995-03-06', FALSE),
(7678662, 'Joni', 'Eduardo', 'Milei', 'Saldaño', '1991-01-18', FALSE),
(6732671, 'Marcos', 'Martín', 'Torres', 'Pérez', '1998-02-13', FALSE),
(1352989, 'Mario', 'Franco', 'Bonaventura', NULL, '1970-01-04', FALSE),
(6561231, 'Gabriel', NULL, 'Rodríguez', 'De la Pradera Cálida', '1975-02-15', FALSE),
(6799510, 'Tomás', 'Ricardo', 'Pomar', 'Castillo', '1966-10-16', FALSE),
(1249725, 'Fernando', 'Walter', 'Torres', 'De la Pradera Cálida', '2016-11-28', TRUE),
(3769924, 'Leticia', 'Melina', 'De la Pradera Cálida', NULL, '1989-06-01', TRUE),
(4200059, 'Fabián', 'Samuel', 'Acevedo', 'Torres', '1981-08-27', FALSE),
(7695185, 'Celeste', 'Evelyn', 'Kirchner', NULL, '1979-07-02', FALSE),
(4482671, 'Gabriela', 'Agueda', 'Camión', NULL, '2017-12-12', FALSE),
(4319822, 'Leticia', 'Nadia', 'González', 'Gómez', '1940-09-21', FALSE),
(7229524, 'Maximiliano', 'Yago', 'Rodríguez', 'Correa', '1962-09-18', TRUE),
(4036736, 'Daniel', NULL, 'Torvalds', 'Torres', '2024-07-14', TRUE),
(6973341, 'Arturo', 'Iván', 'Sativa', 'González', '1941-08-18', TRUE),
(1919604, 'Zoe', 'Teresa', 'De la Pradera Cálida', 'Mesa', '1928-12-12', FALSE),
(6796439, 'Hugo', NULL, 'Sánchez', 'Castillo', '2004-03-26', FALSE),
(5299423, 'Arturo', 'Adrián', 'Silla', 'Saldaño', '1933-02-23', FALSE),
(7791668, 'Mateo', 'Vicente', 'Castillo', 'Bonaventura', '1986-07-05', TRUE),
(1769392, 'Axel', 'Pablo', 'Sánchez', NULL, '2020-04-29', TRUE),
(3087894, 'Melina', NULL, 'Torvalds', 'Saldaño', '1952-05-20', TRUE),
(7679820, 'Milagros', NULL, 'Gómez', 'Milei', '1995-06-21', FALSE),
(5808622, 'Malena', 'Alicia', 'Silla', NULL, '2020-11-23', FALSE),
(6954458, 'Marta', 'Ana', 'Correa', NULL, '1955-04-29', FALSE),
(7662995, 'Nuria', NULL, 'Torvalds', 'De la Pradera Cálida', '1999-09-15', FALSE),
(4338923, 'Jessica', 'Antonella', 'Kojima', 'Ramírez', '1958-10-23', TRUE),
(2212906, 'Camilo', 'Rafael', 'Torvalds', 'Mesa', '1990-02-04', FALSE),
(1456285, 'Camilo', NULL, 'Castillo', 'Pérez', '1931-06-19', TRUE),
(3512906, 'Florencia', 'Melina', 'Acevedo', NULL, '1998-01-01', FALSE),
(6575316, 'Ulises', 'Felipe', 'Sativa', 'Pérez', '1958-03-04', TRUE),
(7066064, 'Consuelo', 'Daniela', 'Gómez', 'Pérez', '1944-06-20', FALSE),
(4579963, 'Claudia', 'Irene', 'Torres', 'Rodríguez', '1925-08-03', TRUE),
(3371447, 'Mercedes', NULL, 'Pomar', 'Rodríguez', '1959-04-27', TRUE),
(4850552, 'Carla', 'Brisa', 'Cripto', NULL, '2024-12-08', TRUE),
(7370902, 'Wilfredo', 'Ricardo', 'Mesa', 'Silla', '1933-03-15', TRUE),
(7804601, 'Claudia', NULL, 'Correa', 'Martínez', '1987-02-09', TRUE),
(6714248, 'Joshua', 'Lautaro', 'Torvalds', 'Milei', '2018-02-06', FALSE),
(6394138, 'Arturo', NULL, 'De la Pradera Cálida', NULL, '1994-08-11', TRUE),
(4712393, 'Tobías', NULL, 'Cripto', 'Rodríguez', '2001-01-15', FALSE),
(5512165, 'Salvador', 'Elías', 'Flores', 'González', '1983-04-16', FALSE),
(1238724, 'Marina', NULL, 'Kojima', NULL, '1931-05-04', TRUE),
(4355799, 'Omar', NULL, 'Cripto', 'López', '1986-11-19', FALSE),
(5610161, 'Alicia', 'Catalina', 'Machado', 'Correa', '1927-08-01', FALSE),
(2314132, 'Mónica', NULL, 'Silla', 'De Luque', '2007-09-02', TRUE),
(4862352, 'Ismael', 'Camilo', 'Gómez', 'Bonaventura', '1951-09-30', TRUE),
(6408426, 'Martín', 'Eduardo', 'Mesa', NULL, '1929-11-29', FALSE),
(7595682, 'Vicente', NULL, 'Ramírez', 'Torres', '1979-08-28', TRUE),
(3174211, 'Joaquín', 'Ulises', 'Ramírez', 'Sánchez', '1944-09-11', TRUE),
(5773651, 'Clara', NULL, 'Sativa', 'Saldaño', '1956-01-21', FALSE),
(6876196, 'Sara', NULL, 'Martínez', NULL, '1958-10-03', TRUE),
(3439013, 'Leonardo', 'Ricardo', 'Acevedo', NULL, '1963-12-18', FALSE),
(7023476, 'Brisa', NULL, 'Saldaño', 'Sativa', '1974-06-24', TRUE),
(4283086, 'Mónica', 'Mercedes', 'Flores', 'Martínez', '1926-01-02', FALSE),
(2185385, 'Mauro', NULL, 'Milei', 'Milei', '1982-04-04', FALSE),
(3560780, 'Lara', 'Verónica', 'Ramírez', 'Martínez', '1942-08-18', TRUE),
(6045380, 'Germán', 'Matias', 'De la Pradera Cálida', NULL, '2025-01-10', FALSE),
(5579504, 'Eugenia', 'Lucía', 'Mesa', NULL, '1942-04-18', TRUE),
(4152425, 'Isabela', 'Rosa', 'Milei', 'Torres', '1988-02-28', FALSE),
(1685782, 'Emiliano', 'Rafael', 'Bonaventura', NULL, '1985-04-12', FALSE),
(4507359, 'Kevin', NULL, 'Torres', NULL, '2001-03-18', FALSE),
(1261163, 'Martina', 'Victoria', 'Correa', 'De la Pradera Cálida', '1931-03-04', FALSE),
(3459570, 'Agustín', 'Cristian', 'Acero', 'Pérez', '1999-07-22', TRUE),
(1514609, 'Baltasar', NULL, 'De Luque', NULL, '1932-12-17', TRUE),
(4124969, 'Brenda', NULL, 'González', 'Rodríguez', '1937-07-10', TRUE),
(6267069, 'Estefanía', 'Paula', 'Flores', NULL, '1933-04-01', FALSE),
(3174419, 'Adrián', NULL, 'Castillo', 'Martínez', '2022-02-11', FALSE),
(4920778, 'Enzo', 'Mathias', 'De la Pradera Cálida', 'Bonaventura', '1959-08-06', TRUE),
(3948580, 'Luz', 'Teresa', 'Correa', NULL, '1950-12-04', FALSE),
(1093002, 'Graciela', NULL, 'Mesa', 'Milei', '2020-01-18', FALSE),
(1526227, 'Ernesto', 'Eduardo', 'López', 'González', '1977-02-21', FALSE),
(5378364, 'Vicente', 'Federico', 'Silla', NULL, '1929-03-19', TRUE),
(2460779, 'Lara', 'Aixa', 'De Luque', NULL, '1953-05-26', FALSE),
(4495012, 'Emilia', 'Alicia', 'Bonaventura', 'De Luque', '1956-03-01', TRUE),
(2319157, 'Violeta', NULL, 'Cripto', 'Kojima', '1975-01-12', FALSE),
(5495489, 'Elías', 'Simón', 'Ramírez', 'De León', '1937-05-04', FALSE),
(4365204, 'Guillermo', 'Javier', 'Gómez', NULL, '2005-09-14', FALSE),
(5328433, 'Omar', 'Damián', 'Pérez', 'Flores', '1954-11-25', FALSE),
(3024058, 'Rubén', 'Santiago', 'Saldaño', NULL, '1966-08-23', FALSE),
(7331379, 'Emiliano', NULL, 'De Luque', NULL, '2006-05-31', FALSE),
(2953087, 'Orlando', 'Guillermo', 'González', 'Acevedo', '2019-11-25', FALSE),
(1468384, 'Renata', 'Andrea', 'De León', NULL, '1998-03-05', FALSE),
(1245577, 'Samuel', 'Yago', 'Bonaventura', 'Saldaño', '1978-05-03', FALSE),
(3717703, 'Noelia', NULL, 'Kojima', NULL, '1967-07-02', TRUE),
(5277534, 'Romina', NULL, 'Rodríguez', 'Torvalds', '1975-02-20', TRUE),
(6761555, 'Daniela', 'Cecilia', 'De la Pradera Cálida', 'Silla', '1930-03-26', FALSE),
(7936113, 'Thiago', 'Lucas', 'Cripto', NULL, '2015-02-08', TRUE),
(6128829, 'Marisol', NULL, 'Pérez', 'Acevedo', '2014-12-31', FALSE),
(6660858, 'Genyfer', 'Celeste', 'Ramírez', 'Torvalds', '1975-08-02', TRUE),
(1520730, 'Marisol', NULL, 'Machado', 'Torres', '2004-06-27', TRUE),
(6865624, 'Selena', 'Julieta', 'Ramírez', 'De Luque', '2023-12-10', TRUE),
(3308511, 'Patricio', 'Alberto', 'Sánchez', 'Silla', '2003-07-13', FALSE),
(1508720, 'Daniela', 'Selena', 'Ramírez', NULL, '1963-04-17', FALSE),
(6047867, 'Beatriz', 'Julieta', 'González', NULL, '1960-12-20', FALSE),
(3092373, 'Cecilia', NULL, 'De León', 'De Luque', '2013-04-15', FALSE),
(5668903, 'Axel', NULL, 'Acevedo', 'Gómez', '1971-10-16', FALSE),
(6381436, 'Leandro', 'Gastón', 'Pérez', 'Acero', '1968-07-25', FALSE),
(4642464, 'Teo', 'Ismael', 'Cripto', NULL, '1943-08-17', FALSE),
(1117161, 'Ernesto', 'Samuel', 'Camión', 'De la Pradera Cálida', '1975-05-05', FALSE),
(3987549, 'Mía', 'Martina', 'Bonaventura', NULL, '1932-05-20', FALSE),
(5011331, 'Mauro', 'Camilo', 'Rodríguez', NULL, '1950-08-22', TRUE),
(5303399, 'Adolfo', 'César', 'Castillo', 'De León', '1943-09-04', FALSE),
(7092118, 'Tobías', NULL, 'Mesa', 'Gómez', '2003-03-12', TRUE),
(4098022, 'Thiago', NULL, 'Pérez', 'Camión', '2015-12-13', FALSE),
(6236078, 'Alejandro', 'César', 'Correa', NULL, '2016-08-08', TRUE),
(5095488, 'Mathias', 'Julio', 'Rodríguez', 'Flores', '1955-01-08', FALSE),
(6602304, 'Viviana', 'Raquel', 'Torvalds', NULL, '1983-02-13', TRUE),
(5339465, 'Oscar', NULL, 'Camión', 'Sativa', '1928-12-14', FALSE),
(2901844, 'Lisandro', 'Esteban', 'Kojima', 'Pérez', '1951-10-31', TRUE),
(5788556, 'Eduardo', NULL, 'Saldaño', 'Torres', '2006-04-14', FALSE),
(5361784, 'Isabela', NULL, 'Gómez', 'González', '2012-08-16', FALSE),
(6491585, 'Serena', NULL, 'De Luque', 'Camión', '2015-04-28', FALSE),
